RelPath,Status,Detail,Width,Height,MeanR,MeanG,MeanB,ColorDiff,BrightPct,DarkPct,LaplacianVar
2014\K1\10X\02_03-2014_05_28-11_30-K1-10X.jpeg,OK,Clean image,2288,1712,126.5,127.9,127.5,6.11,0.0%,0.0%,820.82
2014\K1\10X\02_03-2014_05_29-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,124.4,125.7,130.0,6.76,0.0%,0.0%,301.47
2014\K1\10X\02_03-2014_05_31-10_50-K1-10X.jpeg,OK,Clean image,2288,1712,129.2,127.6,128.2,5.74,0.0%,0.0%,684.52
2014\K1\10X\02_03-2014_06_01-10_51-K1-10X.jpeg,OK,Clean image,2288,1712,130.8,127.0,122.3,7.98,0.0%,0.0%,904.80
2014\K1\10X\02_03-2014_06_02-10_53-K1-10X.jpeg,OK,Clean image,2288,1712,126.1,127.6,130.7,6.24,0.0%,0.0%,709.42
2014\K1\10X\02_03-2014_06_03-10_49-K1-10X.jpeg,OK,Clean image,2288,1712,117.3,119.0,122.9,6.66,0.0%,0.0%,781.88
2014\K1\10X\02_03-2014_06_04-10_08-K1-10X.jpeg,OK,Clean image,2288,1712,127.3,128.5,132.3,6.98,0.0%,0.0%,843.51
2014\K1\10X\02_03-2014_06_05-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,128.0,122.3,117.4,7.30,0.0%,0.0%,370.57
2014\K1\10X\02_03-2014_06_06-10_10-K1-10X.jpeg,OK,Clean image,2288,1712,145.0,119.1,71.4,49.03,0.0%,0.0%,431.16
2014\K1\10X\02_03-2014_06_07-10_11-K1-10X.jpeg,OK,Clean image,2288,1712,127.2,127.4,130.9,5.41,0.0%,0.0%,781.80
2014\K1\10X\02_03-2014_06_08-10_12-K1-10X.jpeg,OK,Clean image,2288,1712,132.9,132.5,135.4,4.81,0.0%,0.0%,721.91
2014\K1\10X\02_03-2014_06_09-10_18-K1-10X.jpeg,OK,Clean image,2288,1712,124.7,124.7,128.1,5.11,0.0%,0.0%,825.58
2014\K1\10X\02_03-2014_06_10-10_19-K1-10X.jpeg,OK,Clean image,2288,1712,132.1,131.9,134.7,4.90,0.0%,0.0%,820.75
2014\K1\10X\02_03-2014_06_11-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,127.4,125.6,129.2,5.03,0.0%,0.0%,818.62
2014\K1\10X\02_03-2014_06_17-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,138.9,118.8,82.5,37.62,0.1%,0.0%,1470.64
2014\K1\10X\02_03-2014_06_18-11_30-K1-10X.jpeg,OK,Clean image,2288,1712,134.4,118.4,88.0,30.96,0.1%,0.0%,1704.91
2014\K1\10X\02_03-2014_06_19-11_14-K1-10X.jpeg,OK,Clean image,2288,1712,152.7,132.0,93.2,39.71,0.2%,0.0%,1597.81
2014\K1\10X\02_03-2014_06_21-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,137.4,118.5,83.7,35.86,0.1%,0.0%,1570.69
2014\K1\10X\02_03-2014_06_22-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,138.0,118.4,83.2,36.60,0.1%,0.0%,1559.89
2014\K1\10X\02_03-2014_06_23-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,138.5,119.5,83.2,36.90,0.1%,0.0%,960.45
2014\K1\10X\02_03-2014_06_24-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,136.5,118.7,84.7,34.60,0.1%,0.0%,1593.34
2014\K1\10X\02_03-2014_06_25-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,137.5,118.8,82.8,36.43,0.1%,0.0%,1492.63
2014\K1\10X\02_03-2014_07_02-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,144.1,122.5,84.3,39.91,0.1%,0.0%,728.36
2014\K1\10X\02_03-2014_07_08-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,143.3,122.8,88.1,36.80,0.2%,0.0%,1692.08
2014\K1\10X\02_03-2014_07_09-10_41-K1-10X.jpeg,OK,Clean image,2288,1712,149.6,131.1,96.4,35.53,0.2%,0.0%,1786.55
2014\K1\10X\02_03-2014_07_10-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,136.9,119.3,84.5,34.96,0.1%,0.0%,1559.14
2014\K1\10X\02_03-2014_07_19-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,145.1,124.5,89.6,36.99,0.1%,0.0%,1484.70
2014\K1\10X\02_03-2014_07_31-10_28-K1-10X.jpeg,OK,Clean image,2288,1712,151.7,132.1,95.8,37.28,0.1%,0.0%,1053.01
2014\K1\10X\02_03-2014_08_07-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,136.6,117.9,87.6,32.68,0.1%,0.0%,1615.97
2014\K1\10X\02_03-2014_08_08-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,141.4,123.9,92.5,32.66,0.1%,0.0%,1583.37
2014\K1\10X\02_03-2014_08_09-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,134.9,118.5,88.6,30.90,0.1%,0.0%,1525.73
2014\K1\10X\02_03-2014_08_10-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,136.2,118.9,87.9,32.29,0.1%,0.0%,1510.88
2014\K1\10X\02_03-2014_08_11-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,135.2,119.7,88.6,31.12,0.1%,0.0%,1403.47
2014\K1\10X\02_03-2014_08_18-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,138.0,119.8,85.8,34.86,0.0%,0.0%,565.47
2014\K1\10X\02_03-2014_08_19-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,147.9,125.7,84.5,42.28,0.0%,0.0%,577.44
2014\K1\10X\02_03-2014_08_20-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,136.1,118.9,87.5,32.40,0.1%,0.0%,1393.59
2014\K1\10X\02_03-2014_08_21-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,146.3,126.7,93.0,35.58,0.1%,0.0%,1547.98
2014\K1\10X\02_03-2014_08_22-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,151.6,132.2,96.1,36.99,0.2%,0.0%,1620.35
2014\K1\10X\02_03-2014_08_23-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,136.9,118.8,84.4,35.03,0.1%,0.0%,1345.08
2014\K1\10X\02_03-2014_08_24-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,139.0,120.4,82.9,37.39,0.0%,0.0%,316.82
2014\K1\10X\02_03-2014_08_25-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,137.6,119.2,83.6,35.99,0.1%,0.0%,1244.94
2014\K1\10X\02_03-2014_08_26-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,147.3,125.3,83.0,42.85,0.0%,0.0%,1030.09
2014\K1\10X\02_03-2014_08_28-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,137.2,119.8,85.1,34.75,0.1%,0.0%,1388.17
2014\K1\10X\02_03-2014_08_29-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,137.3,120.3,86.6,33.84,0.1%,0.0%,1295.02
2014\K1\10X\02_03-2014_08_30-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,138.2,119.6,85.3,35.25,0.1%,0.0%,1350.06
2014\K1\10X\02_03-2014_08_31-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,140.7,122.1,87.6,35.39,0.1%,0.0%,1548.65
2014\K1\10X\02_03-2014_09_01-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,137.5,120.0,86.1,34.29,0.1%,0.0%,1415.59
2014\K1\10X\02_03-2014_09_02-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,139.2,121.8,87.3,34.61,0.0%,0.0%,1195.40
2014\K1\10X\02_03-2014_09_03-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,136.4,120.1,88.9,31.70,0.1%,0.0%,1225.20
2014\K1\10X\02_03-2014_09_04-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,137.1,119.9,88.3,32.53,0.1%,0.0%,1318.39
2014\K1\10X\02_03-2014_09_05-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,136.5,120.1,89.7,31.22,0.0%,0.0%,1178.11
2014\K1\10X\02_03-2014_09_06-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,136.6,119.5,88.0,32.45,0.1%,0.0%,1219.32
2014\K1\10X\02_03-2014_09_07-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,143.4,124.7,92.3,34.13,0.1%,0.0%,1438.63
2014\K1\10X\02_03-2014_09_08-11_11-K1-10X.jpeg,OK,Clean image,2288,1712,138.4,120.1,89.4,32.67,0.1%,0.0%,1372.53
2014\K1\10X\02_03-2014_09_09-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,137.6,120.3,87.2,33.60,0.0%,0.0%,92.44
2014\K1\10X\02_03-2014_09_10-11_20-K1-10X.jpeg,OK,Clean image,2288,1712,138.0,119.7,89.1,32.61,0.0%,0.0%,1321.82
2014\K1\10X\02_03-2014_09_11-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,136.7,118.8,88.7,32.04,0.1%,0.0%,1462.12
2014\K1\10X\02_03-2014_09_12-11_45-K1-10X.jpeg,OK,Clean image,2288,1712,130.0,115.5,90.3,26.52,0.0%,0.0%,1497.70
2014\K1\10X\02_03-2014_09_13-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,136.9,119.3,89.4,31.72,0.1%,0.0%,1482.63
2014\K1\10X\02_03-2014_09_14-10_37-K1-10X.jpeg,OK,Clean image,2288,1712,139.3,120.9,86.1,35.51,0.0%,0.0%,96.80
2014\K1\10X\02_03-2014_09_15-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,135.5,119.4,89.5,30.69,0.1%,0.0%,1392.46
2014\K1\10X\02_03-2014_09_16-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,136.1,119.2,89.0,31.44,0.1%,0.0%,1341.50
2014\K1\10X\02_03-2014_09_17-10_39-K1-10X.jpeg,OK,Clean image,2288,1712,136.9,118.8,88.3,32.36,0.1%,0.0%,1426.49
2014\K1\10X\02_03-2014_09_19-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,137.8,121.5,93.5,29.54,0.1%,0.0%,1500.54
2014\K1\10X\02_03-2014_09_20-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,137.2,119.6,90.4,31.27,0.1%,0.0%,1580.67
2014\K1\10X\02_03-2014_09_21-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,138.2,119.8,89.6,32.43,0.2%,0.0%,1730.08
2014\K1\10X\02_03-2014_09_22-10_20-K1-10X.jpeg,OK,Clean image,2288,1712,132.1,120.5,110.5,15.23,1.0%,0.0%,2190.72
2014\K1\10X\02_03-2014_09_23-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,125.4,114.1,103.2,15.43,0.8%,0.0%,2172.25
2014\K1\10X\02_03-2014_09_24-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,146.8,121.3,93.4,35.63,0.3%,0.0%,1416.00
2014\K1\10X\02_03-2014_09_25-10_06-K1-10X.jpeg,OK,Clean image,2288,1712,131.1,114.1,97.1,22.79,0.6%,0.0%,2250.55
2014\K1\10X\02_03-2014_10_06-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,129.1,114.0,110.8,13.60,0.4%,0.0%,2462.47
2014\K1\10X\02_03-2014_10_07-10_40-K1-10X.jpeg,OK,Clean image,2288,1712,137.3,112.9,101.4,24.19,0.6%,0.0%,2961.79
2014\K1\10X\02_03-2014_10_18-10_42-K1-10X.jpeg,OK,Clean image,2288,1712,155.7,114.7,89.4,44.22,0.2%,0.0%,1287.49
2014\K1\10X\02_03-2014_10_19-10_10-K1-10X.jpeg,OK,Clean image,2288,1712,156.2,112.8,85.0,47.43,0.0%,0.0%,190.36
2014\K1\10X\02_03-2014_10_20-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,116.7,117.2,117.7,7.23,0.3%,0.0%,1634.41
2014\K1\10X\02_03-2014_10_21-10_04-K1-10X.jpeg,OK,Clean image,2288,1712,126.6,115.1,106.1,14.17,0.5%,0.0%,2536.86
2014\K1\10X\02_03-2014_10_22-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,129.5,119.7,116.9,9.42,0.3%,0.0%,1716.74
2014\K1\10X\02_03-2014_10_23-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,153.4,126.5,107.9,30.38,0.4%,0.0%,1492.16
2014\K1\10X\02_03-2014_10_24-10_07-K1-10X.jpeg,OK,Clean image,2288,1712,129.7,118.5,116.4,10.36,0.3%,0.0%,1811.74
2014\K1\10X\02_03-2014_10_25-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,125.6,118.0,119.8,8.34,0.3%,0.0%,1694.01
2014\K1\10X\02_03-2014_10_26-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,153.2,114.5,90.1,42.12,0.2%,0.0%,1217.47
2014\K1\10X\02_03-2014_10_27-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,149.4,112.0,87.1,41.64,0.2%,0.0%,1214.83
2014\K1\10X\02_03-2014_10_28-08_30-K1-10X.jpeg,OK,Clean image,2288,1712,139.8,114.6,100.6,26.23,0.1%,0.0%,1064.24
2014\K1\10X\02_03-2014_10_29-10_25-K1-10X.jpeg,OK,Clean image,2288,1712,147.2,113.6,91.5,37.18,0.2%,0.0%,2319.95
2014\K1\10X\02_03-2014_10_30-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,158.8,112.7,104.4,36.28,0.0%,0.0%,709.35
2014\K1\10X\02_03-2014_11_01-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,163.4,123.3,97.2,44.16,0.2%,0.0%,1364.23
2014\K1\10X\02_03-2014_11_02-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,141.4,114.1,100.0,27.76,0.4%,0.0%,3096.88
2014\K1\10X\02_03-2014_11_04-10_43-K1-10X.jpeg,OK,Clean image,2288,1712,142.4,110.6,89.9,35.04,0.3%,0.0%,2982.38
2014\K1\10X\02_03-2014_11_05-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,139.2,112.1,97.3,28.02,0.3%,0.0%,3000.67
2014\K1\10X\02_03-2014_11_06-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,136.0,109.7,95.8,26.93,0.3%,0.0%,2997.48
2014\K1\10X\02_03-2014_11_07-10_01-K1-10X.jpeg,OK,Clean image,2288,1712,138.3,112.5,98.5,26.66,0.3%,0.0%,2873.68
2014\K1\10X\02_03-2014_11_08-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,142.9,120.6,106.3,24.43,0.3%,0.0%,2180.88
2014\K1\10X\02_03-2014_11_11-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,139.8,117.1,100.4,26.28,0.1%,0.0%,1626.23
2014\K1\10X\02_03-2014_11_12-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,142.8,119.2,103.2,26.43,0.1%,0.0%,1722.05
2014\K1\10X\02_03-2014_11_13-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,153.7,121.6,98.9,36.53,0.1%,0.0%,1589.47
2014\K1\10X\02_03-2014_11_14-10_05-K1-10X.jpeg,OK,Clean image,2288,1712,150.1,117.1,93.2,37.94,0.1%,0.0%,1467.23
2014\K1\10X\02_03-2014_11_15-10_05-K1-10X.jpeg,OK,Clean image,2288,1712,156.6,120.9,92.4,42.80,0.0%,0.0%,629.48
2014\K1\10X\02_03-2014_11_16-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,170.7,126.3,93.0,51.81,0.1%,0.0%,772.38
2014\K1\10X\02_03-2014_11_17-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,158.7,119.2,96.4,41.59,0.1%,0.0%,1008.08
2014\K1\10X\02_03-2014_11_18-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,147.2,124.6,109.5,25.18,0.2%,0.0%,2064.04
2014\K1\10X\02_03-2014_11_19-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,140.8,118.6,104.4,24.31,0.2%,0.0%,1721.46
2014\K1\10X\02_03-2014_11_20-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,157.1,116.7,90.7,44.28,0.0%,0.0%,799.00
2014\K1\10X\02_03-2014_11_21-10_01-K1-10X.jpeg,OK,Clean image,2288,1712,152.5,116.8,115.3,25.52,0.0%,0.0%,731.09
2014\K1\10X\02_03-2014_11_22-10_01-K1-10X.jpeg,OK,Clean image,2288,1712,158.2,116.0,102.2,37.30,0.1%,0.0%,704.27
2014\K1\10X\02_03-2014_11_23-10_02-K1-10X.jpeg,OK,Clean image,2288,1712,132.7,113.0,105.3,18.69,0.2%,0.0%,2504.00
2014\K1\10X\02_03-2014_11_24-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,158.8,121.2,101.4,38.23,0.2%,0.0%,1198.53
2014\K1\10X\02_03-2014_11_25-10_31-K1-10X.jpeg,OK,Clean image,2288,1712,140.3,113.3,98.0,28.25,0.3%,0.0%,1994.59
2014\K1\10X\02_03-2014_11_27-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,130.9,112.4,103.6,18.47,0.2%,0.0%,2215.18
2014\K1\10X\02_03-2014_11_28-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,143.7,117.3,97.7,30.64,0.2%,0.0%,1506.90
2014\K1\10X\02_03-2014_11_29-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,135.6,117.8,110.7,17.02,0.3%,0.0%,2184.43
2014\K1\10X\02_03-2014_11_30-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,147.7,119.0,98.8,32.60,0.2%,0.0%,1320.07
2014\K1\10X\02_03-2014_12_01-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,143.3,113.4,97.5,30.48,0.1%,0.0%,960.02
2014\K1\10X\02_03-2014_12_04-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,151.3,115.7,91.1,40.15,0.1%,0.0%,1124.21
2014\K1\10X\02_03-2014_12_07-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,142.5,113.4,91.1,34.32,0.1%,0.0%,1109.15
2014\K1\10X\02_03-2014_12_08-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,148.8,122.3,81.7,44.91,0.1%,0.0%,1295.19
2014\K1\10X\02_03-2014_12_09-10_35-K1-10X.jpeg,OK,Clean image,2288,1712,138.2,118.4,83.6,36.94,0.1%,0.0%,1733.21
2014\K1\10X\02_03-2014_12_11-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,128.5,126.0,97.4,23.08,0.1%,0.0%,2259.27
2014\K1\10X\02_03-2014_12_13-11_21-K1-10X.jpeg,OK,Clean image,2288,1712,140.4,119.3,81.3,40.23,0.0%,0.0%,946.33
2014\K1\10X\02_03-2014_12_14-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,139.2,117.8,81.0,39.66,0.0%,0.0%,1151.47
2014\K1\10X\02_03-2014_12_16-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,128.5,125.4,80.3,34.55,0.6%,0.1%,3757.68
2014\K1\10X\02_03-2014_12_17-10_50-K1-10X.jpeg,OK,Clean image,2288,1712,129.2,122.6,75.3,38.20,0.4%,0.2%,3690.64
2014\K1\10X\02_03-2014_12_18-10_51-K1-10X.jpeg,OK,Clean image,2288,1712,138.2,121.5,72.3,45.36,0.0%,0.0%,1004.16
2014\K1\10X\02_03-2014_12_19-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,138.5,120.9,82.0,39.10,0.0%,0.0%,1162.02
2014\K1\10X\02_03-2014_12_20-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,129.1,117.5,110.0,17.22,0.0%,0.0%,1065.94
2014\K1\10X\02_03-2014_12_24-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,124.7,127.6,72.0,39.53,0.3%,0.2%,3558.37
2014\K1\10X\02_03-2014_12_25-08_30-K1-10X.jpeg,OK,Clean image,2288,1712,127.1,131.0,86.3,30.81,0.3%,0.0%,3040.50
2014\K1\10X\02_03-2014_12_26-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,126.7,129.1,74.4,38.82,0.1%,0.1%,2986.81
2014\K1\10X\02_03-2014_12_27-09_31-K1-10X.jpeg,OK,Clean image,2288,1712,131.1,123.2,73.1,41.30,0.0%,0.0%,1327.69
2014\K1\10X\02_03-2014_12_29-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,122.1,121.1,120.4,11.41,0.0%,0.0%,944.03
2014\K1\10X\02_03-2014_12_30-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,128.2,128.6,127.5,11.03,0.0%,0.0%,741.42
2014\K1\10X\02_03-2014_12_31-11_07-K1-10X.jpeg,OK,Clean image,2288,1712,123.9,123.0,67.8,41.74,0.0%,0.0%,1305.36
2014\K1\1X\02_03-2014_01_02-11_07-K1-1X.jpeg,OK,Clean image,2288,1712,143.8,132.6,112.5,21.60,0.0%,0.0%,494.04
2014\K1\1X\02_03-2014_01_03-10_15-K1-1X.jpeg,OK,Clean image,2288,1712,134.8,131.7,127.1,7.00,0.0%,0.0%,389.57
2014\K1\1X\02_03-2014_01_06-09_58-K1-1X.jpeg,OK,Clean image,2288,1712,138.4,137.3,139.8,5.87,0.0%,0.0%,379.09
2014\K1\1X\02_03-2014_01_07-09_52-K1-1X.jpeg,OK,Clean image,2288,1712,138.3,136.7,140.0,5.87,0.0%,0.0%,363.52
2014\K1\1X\02_03-2014_01_08-10_06-K1-1X.jpeg,OK,Clean image,2288,1712,135.9,135.3,136.5,5.93,0.0%,0.0%,418.94
2014\K1\1X\02_03-2014_01_09-09_51-K1-1X.jpeg,OK,Clean image,2288,1712,138.0,136.8,138.7,5.68,0.0%,0.0%,368.73
2014\K1\1X\02_03-2014_01_10-10_07-K1-1X.jpeg,OK,Clean image,2288,1712,130.9,130.1,132.9,5.55,0.0%,0.0%,360.07
2014\K1\1X\02_03-2014_01_11-10_38-K1-1X.jpeg,OK,Clean image,2288,1712,136.7,134.9,136.4,6.42,0.0%,0.0%,641.28
2014\K1\1X\02_03-2014_01_12-10_50-K1-1X.jpeg,OK,Clean image,2288,1712,139.7,138.3,140.0,6.86,0.0%,0.0%,649.54
2014\K1\1X\02_03-2014_01_13-10_43-K1-1X.jpeg,OK,Clean image,2288,1712,139.2,137.5,138.8,9.17,0.0%,0.0%,476.82
2014\K1\1X\02_03-2014_01_14-10_06-K1-1X.jpeg,OK,Clean image,2288,1712,137.7,134.6,133.1,7.52,0.0%,0.0%,498.28
2014\K1\1X\02_03-2014_01_16-09_52-K1-1X.jpeg,OK,Clean image,2288,1712,140.7,137.6,129.2,9.23,0.0%,0.0%,274.89
2014\K1\1X\02_03-2014_01_17-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,138.4,136.7,133.3,6.79,0.0%,0.0%,350.46
2014\K1\1X\02_03-2014_01_19-10_57-K1-1X.jpeg,OK,Clean image,2288,1712,139.9,136.3,128.7,10.03,0.0%,0.0%,385.54
2014\K1\1X\02_03-2014_01_21-09_57-K1-1X.jpeg,OK,Clean image,2288,1712,146.5,140.4,127.7,14.81,0.0%,0.0%,492.06
2014\K1\1X\02_03-2014_01_22-10_03-K1-1X.jpeg,OK,Clean image,2288,1712,140.8,138.7,138.9,7.62,0.0%,0.0%,243.12
2014\K1\1X\02_03-2014_01_23-10_11-K1-1X.jpeg,OK,Clean image,2288,1712,136.0,134.4,137.8,6.25,0.0%,0.0%,283.89
2014\K1\1X\02_03-2014_01_24-10_03-K1-1X.jpeg,OK,Clean image,2288,1712,127.7,126.3,129.2,6.61,0.0%,0.0%,144.09
2014\K1\1X\02_03-2014_01_25-10_10-K1-1X.jpeg,OK,Clean image,2288,1712,141.5,140.7,114.6,20.55,0.0%,0.0%,297.69
2014\K1\1X\02_03-2014_01_26-09_46-K1-1X.jpeg,OK,Clean image,2288,1712,140.6,140.8,142.7,10.42,0.0%,0.0%,391.19
2014\K1\1X\02_03-2014_01_27-09_47-K1-1X.jpeg,OK,Clean image,2288,1712,128.4,131.5,132.3,9.16,0.0%,0.0%,215.11
2014\K1\1X\02_03-2014_01_28-11_40-K1-1X.jpeg,OK,Clean image,2288,1712,135.2,136.2,136.5,7.86,0.0%,0.0%,400.32
2014\K1\1X\02_03-2014_01_29-10_10-K1-1X.jpeg,OK,Clean image,2288,1712,143.8,141.5,119.4,19.75,0.0%,0.0%,249.73
2014\K1\1X\02_03-2014_01_30-10_23-K1-1X.jpeg,OK,Clean image,2288,1712,134.0,142.5,120.8,15.40,0.0%,0.0%,409.65
2014\K1\1X\02_03-2014_01_31-10_01-K1-1X.jpeg,OK,Clean image,2288,1712,132.7,139.5,115.7,16.68,0.0%,0.0%,286.20
2014\K1\1X\02_03-2014_02_01-09_51-K1-1X.jpeg,OK,Clean image,2288,1712,132.3,138.5,125.2,10.35,0.0%,0.0%,309.00
2014\K1\1X\02_03-2014_02_07-11_08-K1-1X.jpeg,OK,Clean image,2288,1712,121.8,135.5,83.2,35.40,0.0%,0.0%,485.41
2014\K1\1X\02_03-2014_02_11-09_45-K1-1X.jpeg,OK,Clean image,2288,1712,136.1,141.1,124.3,12.29,0.0%,0.0%,272.08
2014\K1\1X\02_03-2014_02_12-10_35-K1-1X.jpeg,OK,Clean image,2288,1712,123.1,138.5,79.5,39.56,0.0%,0.0%,443.41
2014\K1\1X\02_03-2014_02_13-10_15-K1-1X.jpeg,OK,Clean image,2288,1712,121.5,139.8,86.5,35.58,0.0%,0.0%,355.24
2014\K1\1X\02_03-2014_02_14-10_13-K1-1X.jpeg,OK,Clean image,2288,1712,122.6,141.5,87.7,35.96,0.0%,0.0%,317.68
2014\K1\1X\02_03-2014_02_15-10_10-K1-1X.jpeg,OK,Clean image,2288,1712,128.0,150.3,98.4,35.22,0.0%,0.0%,297.86
2014\K1\1X\02_03-2014_02_17-09_54-K1-1X.jpeg,OK,Clean image,2288,1712,122.3,143.4,89.1,36.25,0.0%,0.0%,350.17
2014\K1\1X\02_03-2014_02_18-10_03-K1-1X.jpeg,OK,Clean image,2288,1712,123.5,141.8,80.7,40.90,0.0%,0.0%,331.93
2014\K1\1X\02_03-2014_02_19-09_47-K1-1X.jpeg,OK,Clean image,2288,1712,123.1,136.9,76.2,40.58,0.0%,0.0%,230.94
2014\K1\1X\02_03-2014_02_20-10_10-K1-1X.jpeg,OK,Clean image,2288,1712,124.6,142.3,75.9,44.45,0.0%,0.0%,341.14
2014\K1\1X\02_03-2014_02_21-09_58-K1-1X.jpeg,OK,Clean image,2288,1712,127.2,147.1,81.8,43.63,0.0%,0.0%,307.17
2014\K1\1X\02_03-2014_02_23-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,127.8,148.3,82.6,43.91,0.0%,0.0%,327.36
2014\K1\1X\02_03-2014_02_24-09_47-K1-1X.jpeg,OK,Clean image,2288,1712,128.2,147.5,78.4,46.23,0.0%,0.0%,245.04
2014\K1\1X\02_03-2014_02_25-11_04-K1-1X.jpeg,OK,Clean image,2288,1712,140.3,140.5,138.0,6.68,0.0%,0.0%,170.26
2014\K1\1X\02_03-2014_02_26-10_09-K1-1X.jpeg,OK,Clean image,2288,1712,118.7,142.4,94.8,31.87,0.0%,0.0%,119.43
2014\K1\1X\02_03-2014_02_27-10_34-K1-1X.jpeg,OK,Clean image,2288,1712,119.6,144.0,89.1,36.78,0.0%,0.0%,139.45
2014\K1\1X\02_03-2014_02_28-10_03-K1-1X.jpeg,OK,Clean image,2288,1712,124.8,149.0,89.5,39.71,0.0%,0.0%,160.41
2014\K1\1X\02_03-2014_03_01-10_18-K1-1X.jpeg,OK,Clean image,2288,1712,129.9,151.7,85.1,44.56,0.0%,0.0%,129.59
